0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0.10598943,0.10213473,0.10285869,0.1029413,0.09984842,0.0946528,0.09031823,0.08869112,0.08863616,0.08714339,0.08261508,0.07697985,0.07918164,0.09275457,0.11684904,0.14525369,0.17122129,0.19360045,0.21934512,0.2599497,0.3239216,0.41047636,0.5284814999999999,0.62029934,0.6934161,0.7446991,0.7792741999999999,0.80618894,0.83258426,0.8592328000000001,0.87995815,0.8860657,0.87406194,0.84731865,0.8352883,0.8480928,0.88270926,0.91467917,0.90872896,0.8390656999999999,0.7062856,0.53934824,0.38110414,0.26703277,0.20490375,0.20042923,0.21189931,0.21653113,0.20341139,0.17476705,0.14148048,0.11648858,0.10922554,0.12280287,0.16191806
0.10623786,0.10098721,0.10302061,0.10680297,0.10805061,0.10566676,0.10126193,0.09682427,0.09261531,0.08729719999999999,0.08026075,0.07310498,0.07408202,0.08534962,0.10573253,0.12964123,0.15157446,0.17150036,0.19662261,0.23747677,0.30075508,0.38398109999999996,0.49401355,0.57760465,0.6438219000000001,0.69165564,0.7266516,0.7565588000000001,0.7865946,0.81619847,0.8387495,0.8453485000000001,0.8319496999999999,0.80037344,0.7825780999999999,0.79056543,0.82393837,0.85905683,0.8588462,0.79432225,0.6639301999999999,0.49699235,0.33880806,0.22740936,0.17295729999999998,0.1768732,0.19585812,0.20517638,0.19341764,0.16375179999999998,0.12875630000000002,0.10289633,0.09629796,0.11173281,0.15312785
0.10382167,0.10383174,0.10571453,0.10754615,0.10771580000000001,0.10530505,0.1003032,0.09356184,0.08654296,0.08091183,0.07811017,0.07974382,0.08559677,0.09540877,0.10907742,0.12693724,0.15000567,0.17994657,0.21870407,0.26788446,0.3280554,0.39817807,0.4912617,0.5707718,0.6459739000000001,0.7112454,0.76218617,0.7966075,0.8151586,0.82135725,0.82089233,0.82022077,0.82469976,0.83995223,0.85821426,0.8743346,0.8787011,0.86166847,0.8165547,0.7420324,0.643038,0.52987295,0.41566679999999995,0.31308624,0.21787325,0.16565612,0.135735,0.12208279999999999,0.11750051,0.11587849,0.11364517,0.1101037,0.10680942,0.10636981,0.11295018
0.10689217,0.10754347,0.10751893,0.10643219999999999,0.10403144,0.10025156,0.09524572,0.08940911,0.08337909,0.07801342,0.07434523,0.07380295,0.07794797,0.08745265,0.10325336,0.1260376,0.15617406,0.19366801,0.23813879999999998,0.28882420000000003,0.34461772,0.4041239,0.47816002,0.54000914,0.6001121,0.65676844,0.70841396,0.75367844,0.7914131999999999,0.8207222,0.8409610999999999,0.85172665,0.85285485,0.84156644,0.82195365,0.7935728,0.7571095,0.713436,0.6636156,0.6088871,0.5506505,0.4904393,0.42987907,0.37062538,0.30352724,0.25271738,0.20794284,0.17024720000000002,0.14036214,0.11867869,0.10523045,0.09970295,0.10147369,0.10965669,0.1264031
0.09910804,0.10235873,0.10992163,0.11399344,0.11081412,0.10230011,0.09351042,0.08844697,0.08696425,0.085262,0.08007294,0.07150656,0.0705505,0.08274323,0.10822827,0.13845164,0.1624499,0.17752272,0.19512147,0.23477739,0.30920404,0.41253453,0.5430710999999999,0.63079625,0.6913634,0.7332204999999999,0.7685501,0.8024604999999999,0.8318766,0.85227007,0.8631254,0.8666212,0.86310595,0.84704894,0.8256538,0.80587584,0.79656094,0.7953889000000001,0.7839355,0.7367912,0.639756,0.50312454,0.35917717,0.24483544,0.1758619,0.16973072,0.18570083,0.19833606,0.19286805,0.16925317,0.1381051,0.11305231,0.10404676,0.11433238,0.1478154
0.11072522,0.11139506,0.11086178,0.10877657,0.10497379,0.09951186,0.09270679999999999,0.0851357,0.07762706,0.07121783,0.06709486,0.06693792,0.07224524,0.08366418,0.1020658,0.12801534,0.16172879999999998,0.20303053,0.2513597,0.30579066,0.36508036,0.42773950000000005,0.5050392,0.5691645000000001,0.63117576,0.68941927,0.7423835,0.7887318,0.82733226,0.8572668999999999,0.87783575,0.8885540999999999,0.88915205,0.8764458,0.8548918,0.82382774,0.7839364999999999,0.7361474,0.681643,0.6218376,0.5583544,0.49297714,0.42758942,0.36409616,0.29299164,0.23992919999999998,0.19400167,0.15627193,0.12743568,0.10777807,0.09718251,0.09514904,0.10083961,0.11315298,0.13484025
0.10955112,0.10902657,0.10764712,0.10518706,0.10156429,0.09687507,0.09141225,0.08567458,0.08035803,0.0763284,0.07457924,0.07698953,0.08400071,0.09660065,0.11559963,0.14157641,0.17482507,0.21531284,0.26266015,0.31613863,0.37469876,0.43700182,0.5144962000000001,0.57931745,0.6424304,0.70203483,0.75641596,0.8040086,0.8434535,0.8736451999999999,0.8937546000000001,0.9032575,0.90193665,0.8862215,0.8618442,0.8279778,0.78560936,0.7359525,0.68041337,0.6205440999999999,0.55800354,0.49449456,0.43171751,0.37130415,0.30404627,0.25389302,0.21023524,0.17384875,0.14521468,0.12450421,0.11158931,0.10606396,0.10727561,0.11437523,0.12926519
0.10560995,0.10796678,0.1099878,0.11104211,0.11063010000000001,0.10846633,0.10454482,0.09919053,0.09307939,0.08722216,0.08291453,0.08190101,0.08636278,0.09723681,0.11577481,0.14286155,0.17890424,0.22376579,0.2767436,0.33659738,0.40163368,0.4698233,0.5526989999999999,0.620017,0.6835303,0.7414364,0.79228395,0.8349995000000001,0.8688821,0.8935489,0.9088616,0.91484636,0.91162246,0.8958181999999999,0.8729176,0.84141153,0.80162996,0.7540711999999999,0.69947475,0.63889116,0.5737042,0.50562996,0.43667167,0.36901993,0.29272170000000003,0.23572153,0.18670124,0.1471085,0.11788601,0.09940046,0.09144539,0.09327453,0.10368055,0.12111491,0.14882606
0.09688497,0.10050571,0.10675609,0.11135358,0.11168689,0.1075328,0.10062331,0.09326172,0.08707607,0.08257043,0.07968545,0.07878268,0.08130538,0.08788025,0.09868681,0.11306489,0.13071394,0.15326822,0.18485302,0.23067674,0.29397917,0.3731929,0.47900116,0.56392705,0.6362269,0.6918415,0.73213774,0.76158,0.78413093,0.80072224,0.8093816,0.80791175,0.7972344,0.78024924,0.7718934000000001,0.773638,0.7813026999999999,0.7815131,0.7566364999999999,0.69355714,0.5917443,0.46585119999999997,0.34080827,0.24163175,0.17645586,0.1643455,0.17406404,0.18583918,0.18510872,0.16772732,0.13973859,0.1128318,0.09834816,0.10268572,0.13207312
0.11822015,0.11026613,0.10517779,0.10218814,0.10039976,0.0989839,0.09736317,0.09531477,0.09299469,0.09087114,0.08960731,0.09026210000000001,0.09347056,0.09986426,0.11021495,0.12543005,0.14658424,0.17484331,0.21125653,0.25643545,0.31019288,0.371256,0.45064178,0.51774716,0.5814494,0.63806593,0.6850257,0.7214769,0.74852467,0.76896465,0.7865107,0.8046526999999999,0.8254318000000002,0.85311663,0.874441,0.8879328000000002,0.88666594,0.8644589,0.8175756999999999,0.7459363,0.65350974,0.54771566,0.43803436,0.33417103,0.22849014,0.16203776,0.11675328,0.09091306,0.08078715,0.08182564,0.08973779,0.10122445,0.11426178,0.12799592,0.14535001
