0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0.0935315,0.08985515,0.08748052,0.08633822,0.08607572,0.08614373,0.0859525,0.08504967,0.08325585,0.08071966,0.07787242,0.07487164,0.07338366,0.07324943,0.07465822,0.07763818,0.08216805,0.08829065,0.09615963,0.10597895,0.11785324,0.13163155,0.15002005,0.16615798,0.18257104,0.19936589999999998,0.21728067,0.23740138,0.2604999,0.28621233,0.31244320000000003,0.33536488,0.35018295,0.35120463,0.33550483,0.3057714,0.26610118,0.22252174,0.181327,0.14740913,0.12316401,0.10828374,0.10039429,0.09620132,0.09187455,0.08681475,0.08019009,0.0730051,0.06684202,0.06322753,0.06314693,0.06681229,0.0736942,0.08274487,0.09470542
0.09174537,0.08829419,0.0855159,0.08329376,0.08135204,0.07932648,0.0768721,0.07377847,0.0700624,0.06600139,0.06209949,0.05852589,0.05721749,0.05797061,0.06109188,0.06667904,0.07464675,0.0847683,0.09670709,0.11003534,0.12425591,0.13885395,0.15627895,0.17052133,0.18473482,0.19953325,0.21575908,0.23414972,0.25489870000000003,0.2772524,0.29931596,0.31819734,0.33052084,0.33238783,0.32107875,0.29817864,0.26582667,0.22772673,0.18837002,0.1520851,0.12218533,0.1004262,0.08688663,0.08024773,0.07832080000000001,0.07899484,0.07969099,0.07926839,0.07741033,0.07448889,0.07130174,0.06877188,0.06768713,0.06852754,0.0722037
0.09290279,0.08862793,0.08596022,0.08476963,0.08454857,0.08455144,0.08401758,0.08240382,0.07954598,0.0757079,0.07150948,0.06715616,0.06505859,0.06501664,0.06733771,0.07201354,0.07880846,0.08741364,0.09758931,0.10920694,0.1221434,0.13608009,0.1531705,0.166639,0.17865157,0.18934639,0.20005734,0.21310827,0.23089316,0.25448406,0.2823736,0.31006014,0.3309216,0.33764318,0.32337540000000004,0.29171568,0.24801129,0.2004694,0.15751775,0.12523647,0.10584155,0.09767817,0.09651618,0.09746075,0.0961189,0.09110418,0.08319805,0.07443960000000001,0.06723821,0.0635349,0.06430368,0.06944324,0.07798595,0.08848114,0.101531
0.09344336,0.09003,0.0876826,0.08632973,0.08577546,0.08573148,0.08586957,0.08588615,0.08556339,0.08481535,0.08370668,0.08219308,0.08113771,0.08063167,0.08098605,0.08244602,0.08518548,0.08933307,0.09502111,0.10243271,0.11182463,0.12350005,0.14088392,0.15824619,0.17788821,0.19899365,0.22023228,0.23985007,0.25588843,0.26649782,0.27028683,0.26661786,0.25577644,0.23503777,0.21361157,0.1908696,0.16900687,0.14974837,0.13411811,0.12237750000000001,0.11412835,0.10853299,0.10458547,0.10136289999999999,0.09754485,0.09406986,0.09038556,0.08679021,0.08369583,0.08151806,0.08059171,0.08112125,0.08316413,0.08663895,0.09241682
0.085413,0.0854693,0.08606768,0.08685584,0.08738848,0.08722233,0.08602596,0.08368186,0.08035413,0.07649711,0.07279453,0.06966686,0.06899549,0.07057666,0.07449149,0.08042406,0.08773274,0.09561489999999999,0.10333257,0.11044142,0.11696769,0.12346993,0.13268694,0.1430088,0.15691301,0.1749861,0.19701919,0.22186932,0.2475166,0.2713177,0.2904187,0.30224654,0.30497858,0.29531655,0.27723643,0.25200507,0.22232398,0.19124553,0.16168239999999998,0.13597831,0.11562089,0.1011335,0.0921521,0.08764613,0.0861792,0.08657049,0.08717986,0.0872581,0.08650041,0.08499048,0.08307829,0.08123273,0.0799043,0.0794227,0.08016837
0.09715872,0.09201076,0.08907923,0.08821903,0.08864704,0.08922925,0.08897351,0.08746709,0.08497973,0.08216186,0.07957541,0.07701495,0.07525239,0.07399555,0.07398465,0.07636574,0.08203585,0.0908716,0.10144001,0.11160836,0.1198819,0.12663683,0.13613865,0.14858046,0.16621473,0.18703482,0.20739228,0.22495607,0.24121414,0.26115403,0.28950334,0.3256536,0.36105190000000004,0.38297686,0.37066618,0.3289517,0.26823579999999997,0.20527181,0.15497959,0.12418547,0.11061761,0.10672389,0.10502943,0.10159492,0.09505231,0.08938844,0.08454732,0.08024209,0.07581614,0.07133880000000001,0.06801748,0.06765588,0.07162183,0.08006003,0.09434891
0.1010201,0.08702397,0.08444905,0.0875771,0.09129262,0.09230733,0.08941579,0.08368611,0.07694936,0.07173085,0.06970143,0.07175374,0.07591939,0.08023763,0.08330464,0.08486104,0.08544087,0.08678365,0.09130025,0.10027242,0.11382222,0.13054585,0.15172505,0.16771626,0.18181539,0.19493794,0.20970845,0.22914815,0.25478292,0.28604817,0.31938863,0.3483193,0.36626363,0.36605,0.34496236,0.30739522,0.25951314,0.20906758,0.16460347,0.13124776,0.11128926,0.10308003,0.10265279,0.10399556,0.10289693,0.09676289999999999,0.08640218,0.07414937,0.06326985,0.05654073,0.05548787,0.06029439,0.07012105,0.08330464,0.10196614
0.08614678,0.08640639,0.08649384,0.08619369,0.08532279,0.08376334,0.08149366,0.0786076,0.07531705,0.07193927,0.06886429,0.06615964,0.06517895,0.0656758,0.06782717,0.07167814,0.07715598,0.08410618,0.09234781,0.10173164,0.11218942,0.12375686,0.13928792,0.15380383,0.1698713,0.18743527,0.20618096,0.22546959,0.24432987,0.26151088,0.2756048,0.28521782,0.28916785,0.28537187,0.27489640000000004,0.25829389999999997,0.23668173,0.21165487,0.18509659,0.15894598,0.13496497,0.11453784,0.09853411,0.08725378,0.07957763,0.07722325,0.07747684,0.07924307,0.08150426,0.08344614,0.08453336,0.08453222,0.0834846,0.0816467,0.07894696
0.09790644,0.09295878,0.08930048,0.08644328,0.08487162,0.08416209,0.08455309,0.08600077,0.08786234,0.08965907,0.08954462,0.08745417,0.0837768,0.07972559,0.07711634,0.07771143,0.08291468,0.0929397,0.10639796,0.12118372,0.13464198,0.14495692,0.15249476,0.15606532,0.16018519,0.16778407,0.18072352,0.19927820000000002,0.22122034,0.24236903,0.25832972,0.26537928,0.26128992,0.24316248,0.22112879,0.19744715,0.17602381,0.15997157,0.14947352,0.14355311,0.13909754,0.13387904,0.12621912,0.11633143,0.10302576,0.09286341,0.08532557,0.08062586,0.07836756,0.07725367,0.07691798,0.07748255,0.08105311,0.09104761,0.11761317
0.09416142,0.0911488,0.08853703,0.08633665,0.08450591,0.08296645,0.08162849,0.08041839,0.0793056,0.07831706,0.07753798,0.07705966,0.07720422,0.07796456,0.07940649,0.08154869,0.08438917,0.08795582,0.09236775,0.09788404,0.10491680000000002,0.11398678,0.12828289,0.14342426,0.16144149,0.18173788,0.20313995,0.22396599,0.24222557,0.25592315,0.26340640000000004,0.2636854,0.2566415,0.23970829,0.22046612,0.19883911,0.17704241,0.15698259,0.13998099,0.12663423,0.11683904,0.10994495,0.10499673,0.10099411,0.09630799,0.0919673,0.08716419,0.08217674,0.07749042,0.07366113,0.07118618,0.07040606,0.07145225,0.07424046,0.07949696
0.10236472,0.09298304,0.08739232,0.08502232,0.08500947,0.08635798,0.08811338,0.08950319999999999,0.09002769,0.08949377,0.08799675,0.08541708,0.08322917,0.08165769,0.08129939,0.08262867,0.08590403,0.09111202,0.09798527,0.10611337,0.11512703,0.12489957,0.13800043,0.15078002,0.16599768,0.18401617,0.20445949,0.22596985,0.24625729999999998,0.26248872,0.27193636,0.27269885,0.26426575,0.24365157,0.22074926,0.19618002,0.17314819,0.15402591,0.13994244,0.13073981,0.12525836,0.12181838,0.11873707,0.11473395,0.10783823,0.1004177,0.09213206,0.08395782,0.07702248,0.07245182,0.07124299,0.07416139999999999,0.08165333,0.09378582,0.11395869
0.09813707,0.09206936,0.08774991,0.08534407,0.08455785,0.08469696,0.08485667,0.08419474,0.08220086,0.07887425,0.07475414,0.07010282,0.06773245,0.06766094,0.07030794,0.07558718,0.08302273,0.09200443,0.10208018,0.11315013,0.12545696,0.13935246,0.15825151,0.17535737,0.19281478,0.20991363,0.22670041,0.24429829999999997,0.26453102,0.28880167,0.31665415,0.34480315,0.36736554,0.37750876,0.3660426,0.33567905,0.29068267,0.23888753,0.18915187,0.14860629,0.12080006,0.10535945,0.09904239,0.09750489999999999,0.09674239,0.09457149,0.0906183,0.08568086,0.08095139,0.07748592,0.07594983,0.07659657,0.07936668,0.08399796,0.09145989
0.09372223,0.09024748,0.08805013,0.08705749,0.08700805,0.08749469,0.0880383,0.08817162,0.08751853,0.08585849,0.0831749,0.07893839,0.07517071,0.07204367,0.07058865,0.07192323,0.07703668,0.08652434,0.10034609,0.11770833,0.13715970000000002,0.15692425,0.17885077,0.19469059,0.20862776,0.2219612,0.23644829,0.25354573,0.27363673,0.29554050000000004,0.31651038,0.332777,0.34049556,0.33457574,0.31604713,0.28675297,0.25016165,0.21080410000000002,0.17326069,0.14122877,0.11690901,0.10082644,0.09206061,0.08875009,0.08888565,0.0901145,0.09089003,0.09055311,0.08906335,0.08682638,0.08448633,0.08273137,0.08214317,0.083102,0.08646989
0.09321187,0.08866324,0.08574338,0.08452198,0.08462918,0.08530048,0.0855573,0.08449609,0.08158792,0.07689819,0.07113125,0.06447043,0.06069171,0.05964244,0.061785,0.06693397,0.0743961,0.08325475,0.09268403,0.10216057,0.11152387,0.12091058,0.13270079999999998,0.14360702,0.15636313,0.1720838,0.19200265,0.21701002,0.24696982,0.2800823,0.31264990000000004,0.33952564,0.35526097,0.35369065,0.33389074,0.2997077,0.25643948,0.21084791,0.16938102,0.13662037,0.11444753,0.1020948,0.0969373,0.09562474,0.09495613,0.09298307,0.08913903,0.08394851,0.07852574,0.0741324,0.07182536,0.07224256,0.0755188,0.08131655,0.09061102
0.09099665,0.08471848,0.08134347,0.08066334,0.08177842,0.08336436,0.08410254,0.08311526,0.08022079,0.07590134,0.07100946,0.06552097,0.06183366,0.05920248,0.05803101,0.05934353,0.06490141,0.07671458,0.09599903,0.12204477,0.1516799,0.17986414,0.20459053,0.21435222,0.2155197,0.21320250000000002,0.21444169,0.22545639,0.24906176,0.2832841,0.32168385,0.3552225,0.37499446,0.372287,0.346853,0.3047494,0.2537586,0.20271024,0.15900764,0.12690654,0.10704899,0.09721851,0.09379542,0.09321873,0.09276561,0.09118314,0.08830492,0.08450309,0.08037480000000001,0.07662056,0.07400793,0.07330395,0.07513071,0.07978655,0.08885515
0.10895433,0.10493585,0.10265599,0.10165968,0.101427,0.10152359,0.10173539999999999,0.10213271,0.10303749,0.10489200000000001,0.10805796,0.11369167,0.1195486,0.1258154,0.13189964,0.13765644,0.14382051,0.15227716,0.16602425,0.18874823,0.22403578,0.27438658,0.35515308,0.43646652,0.52471983,0.61216176,0.6899479000000001,0.7495189999999999,0.78397703,0.7891881,0.76440674,0.7123433000000001,0.63867253,0.5327166,0.43991297,0.35169405,0.27456729999999996,0.21273856,0.16782658,0.13900547,0.12353341,0.11752956,0.11682676,0.11774032,0.11730967,0.11419357,0.10856406,0.10135849,0.09399681,0.08797781,0.08455765,0.08454929,0.08825013,0.095475,0.10798378
0.11682286,0.11188623,0.10833694,0.10572718,0.10361046,0.1016842,0.09990191,0.09850678,0.09796564,0.09881179,0.10143881,0.10701807,0.11327644,0.12032695,0.12760146,0.13503577,0.14348687,0.15497233,0.17258800000000002,0.20003976,0.24082089999999998,0.2972145,0.3854804,0.47274375,0.56616545,0.65751934,0.73754966,0.797399,0.8300327,0.83137375,0.80093956,0.74188924,0.66048384,0.54518366,0.44527984,0.35113323,0.26958309999999996,0.20496024,0.158798,0.13001265,0.11548986,0.11092909,0.11177303,0.11403491,0.11472657,0.11210425,0.10666792,0.09951781,0.09224808,0.08649676,0.08359589,0.08436501,0.08905274,0.09739532,0.1113079
0.10591187,0.10040127,0.09732981,0.0959457,0.09524496,0.09425621,0.09235238,0.08949964,0.08633973,0.08403625,0.08390276,0.08793589,0.09493472,0.10435371,0.11472495,0.12470074,0.13395195,0.14393727,0.15818618,0.18186913,0.22062348,0.27890027,0.37653506,0.47753679999999993,0.5884458,0.6982933000000001,0.79463255,0.86575973,0.90280473,0.90122855,0.86145794,0.78862655,0.691538,0.5585083000000001,0.4471625,0.3459164,0.26184142,0.19859646,0.15635394,0.13232206,0.12175319999999999,0.11917083,0.11955722,0.11923228,0.11531325,0.10898107,0.10105519,0.09319174,0.08696072,0.08347289,0.08324185,0.08625712,0.09216087,0.10044403,0.11280279
